Match_ID,Country,Season,Div,League,Date,Time,Round,Home,Away,Home_Score,Away_Score,Min_Goals_Home,Min_Goals_Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2,Bookie_CS_0_0,CS_0_0,Bookie_CS_1_0,CS_1_0,Bookie_CS_0_1,CS_0_1,Bookie_CS_1_1,CS_1_1,Bookie_CS_2_0,CS_2_0,Bookie_CS_0_2,CS_0_2,Bookie_CS_2_1,CS_2_1,Bookie_CS_1_2,CS_1_2,Bookie_CS_2_2,CS_2_2,Bookie_CS_3_0,CS_3_0,Bookie_CS_0_3,CS_0_3,Bookie_CS_3_1,CS_3_1,Bookie_CS_1_3,CS_1_3,Bookie_CS_3_2,CS_3_2,Bookie_CS_2_3,CS_2_3,Bookie_AH_neg_2_5,AH_Home_neg_2_5,AH_Away_neg_2_5,Bookie_AH_neg_2,AH_Home_neg_2,AH_Away_neg_2,Bookie_AH_neg_1_5,AH_Home_neg_1_5,AH_Away_neg_1_5,Bookie_AH_neg_1,AH_Home_neg_1,AH_Away_neg_1,Bookie_AH_neg_0_5,AH_Home_neg_0_5,AH_Away_neg_0_5,Bookie_AH_pos_0_5,AH_Home_pos_0_5,AH_Away_pos_0_5,Bookie_AH_pos_1,AH_Home_pos_1,AH_Away_pos_1,Bookie_AH_pos_1_5,AH_Home_pos_1_5,AH_Away_pos_1_5,Bookie_AH_pos_2,AH_Home_pos_2,AH_Away_pos_2,Bookie_AH_pos_2_5,AH_Home_pos_2_5,AH_Away_pos_2_5,Bookie_EH_neg_3,EH_Home_neg_3,EH_Draw_neg_3,EH_Away_neg_3,Bookie_EH_neg_2,EH_Home_neg_2,EH_Draw_neg_2,EH_Away_neg_2,Bookie_EH_neg_1,EH_Home_neg_1,EH_Draw_neg_1,EH_Away_neg_1,Bookie_EH_1,EH_Home_1,EH_Draw_1,EH_Away_1,Bookie_EH_2,EH_Home_2,EH_Draw_2,EH_Away_2,Bookie_EH_3,EH_Home_3,EH_Draw_3,EH_Away_3,xG_Home_FT,xG_Away_FT,xGOT_Home_FT,xGOT_Away_FT,xA_Home_FT,xA_Away_FT,xGOT_Faced_Home_FT,xGOT_Faced_Away_FT,Goals_Prevented_Home_FT,Goals_Prevented_Away_FT,Possession_Home_FT,Possession_Away_FT,Passes_Pct_Home_FT,Passes_Pct_Away_FT,Long_Passes_Pct_Home_FT,Long_Passes_Pct_Away_FT,Passes_Final_Third_Pct_Home_FT,Passes_Final_Third_Pct_Away_FT,Through_Passes_Home_FT,Through_Passes_Away_FT,Crosses_Pct_Home_FT,Crosses_Pct_Away_FT,Total_Shots_Home_FT,Total_Shots_Away_FT,Shots_On_Target_Home_FT,Shots_On_Target_Away_FT,Shots_Off_Target_Home_FT,Shots_Off_Target_Away_FT,Blocked_Shots_Home_FT,Blocked_Shots_Away_FT,Shots_Inside_Box_Home_FT,Shots_Inside_Box_Away_FT,Shots_Outside_Box_Home_FT,Shots_Outside_Box_Away_FT,Big_Chances_Home_FT,Big_Chances_Away_FT,Hit_Woodwork_Home_FT,Hit_Woodwork_Away_FT,Touches_Box_Home_FT,Touches_Box_Away_FT,Corners_Home_FT,Corners_Away_FT,Free_Kicks_Home_FT,Free_Kicks_Away_FT,Throw_Ins_Home_FT,Throw_Ins_Away_FT,Fouls_Home_FT,Fouls_Away_FT,Yellow_Cards_Home_FT,Yellow_Cards_Away_FT,Red_Cards_Home_FT,Red_Cards_Away_FT,Offsides_Home_FT,Offsides_Away_FT,Goalkeeper_Saves_Home_FT,Goalkeeper_Saves_Away_FT,Tackles_Pct_Home_FT,Tackles_Pct_Away_FT,Duels_Won_Home_FT,Duels_Won_Away_FT,Clearances_Home_FT,Clearances_Away_FT,Interceptions_Home_FT,Interceptions_Away_FT,Errors_Shot_Home_FT,Errors_Shot_Away_FT,Errors_Goal_Home_FT,Errors_Goal_Away_FT,xG_Home_HT,xG_Away_HT,xGOT_Home_HT,xGOT_Away_HT,xA_Home_HT,xA_Away_HT,Possession_Home_HT,Possession_Away_HT,Total_Shots_Home_HT,Total_Shots_Away_HT,Shots_On_Target_Home_HT,Shots_On_Target_Away_HT,Shots_Off_Target_Home_HT,Shots_Off_Target_Away_HT,Big_Chances_Home_HT,Big_Chances_Away_HT,Corners_Home_HT,Corners_Away_HT,Yellow_Cards_Home_HT,Yellow_Cards_Away_HT,Fouls_Home_HT,Fouls_Away_HT,Offsides_Home_HT,Offsides_Away_HT,Goalkeeper_Saves_Home_HT,Goalkeeper_Saves_Away_HT,xG_Home_2T,xG_Away_2T,xGOT_Home_2T,xGOT_Away_2T,xA_Home_2T,xA_Away_2T,Possession_Home_2T,Possession_Away_2T,Total_Shots_Home_2T,Total_Shots_Away_2T,Shots_On_Target_Home_2T,Shots_On_Target_Away_2T,Shots_Off_Target_Home_2T,Shots_Off_Target_Away_2T,Big_Chances_Home_2T,Big_Chances_Away_2T,Corners_Home_2T,Corners_Away_2T,Yellow_Cards_Home_2T,Yellow_Cards_Away_2T,Red_Cards_Home_2T,Red_Cards_Away_2T,Fouls_Home_2T,Fouls_Away_2T,Offsides_Home_2T,Offsides_Away_2T,Goalkeeper_Saves_Home_2T,Goalkeeper_Saves_Away_2T
rJaUj0Yr,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,24/04/2026,10:00,Round 20,Gia Lai,Hai Phong,0,0,[],[],1xBet,2.6,2.1,4.0,1xBet,2.03,3.39,3.54,1xBet,1.42,2.75,1xBet,2.82,1.4,1xBet,6.23,1.1,1xBet,1.03,10.0,1xBet,1.28,3.5,1xBet,1.97,1.83,1xBet,3.13,1.34,1xBet,5.9,1.11,1xBet,1.82,1.93,1xBet,1.28,1.3,1.74,1xBet,10.0,1xBet,7.5,1xBet,10.0,1xBet,6.5,1xBet,9.5,1xBet,17.0,1xBet,8.5,1xBet,12.0,1xBet,13.0,1xBet,17.0,1xBet,34.0,1xBet,15.0,1xBet,26.0,1xBet,26.0,1xBet,34.0,1xBet,7.97,1.08,1xBet,6.81,1.1,1xBet,3.43,1.31,1xBet,2.86,1.39,,0.0,0.0,,0.0,0.0,1xBet,1.09,7.64,1xBet,1.04,6.95,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.42,0.58,,,,,,,,,,,14.0,10.0,7.0,3.0,7.0,7.0,,,,,,,,,,,,,3.0,7.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.64,5.0,7.0,3.0,3.0,2.0,4.0,,,1.0,6.0,1.0,0.0,,,,,,,,,,,,,0.48,0.52,9.0,3.0,4.0,0.0,5.0,3.0,,,2.0,1.0,2.0,1.0,,,,,,,,
QJAjbrt9,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,19/04/2026,12:15,Round 19,Viettel,Gia Lai,1,0,[73],[],1xBet,1.74,2.42,8.07,1xBet,1.33,5.02,8.45,1xBet,1.31,3.25,1xBet,2.48,1.5,1xBet,5.54,1.13,1xBet,1.01,13.7,1xBet,1.22,4.0,1xBet,1.81,2.0,1xBet,2.82,1.4,1xBet,4.7,1.17,1xBet,2.21,1.62,1xBet,1.06,1.15,3.17,1xBet,13.0,1xBet,6.5,1xBet,19.0,1xBet,9.5,1xBet,6.0,1xBet,41.0,1xBet,9.0,1xBet,23.0,1xBet,23.0,1xBet,7.5,1xBet,81.0,1xBet,12.0,1xBet,51.0,1xBet,29.0,1xBet,51.0,1xBet,3.19,1.35,1xBet,2.58,1.47,1xBet,1.95,1.85,1xBet,1.49,2.5,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.6,0.4,,,,,,,,,,,9.0,3.0,3.0,3.0,6.0,0.0,,,,,,,,,,,,,2.0,4.0,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.34,4.0,0.0,0.0,0.0,4.0,0.0,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,0.54,0.46,5.0,3.0,3.0,3.0,2.0,0.0,,,1.0,3.0,3.0,1.0,,,,,,,,
YPN4zul2,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,19/04/2026,11:00,Round 19,Da Nang,Nam Dinh,1,2,[51],"[21, 61]",1xBet,4.5,2.2,2.3,1xBet,4.29,3.45,1.83,1xBet,1.36,3.0,1xBet,2.65,1.45,1xBet,6.23,1.1,1xBet,1.02,11.0,1xBet,1.25,3.75,1xBet,1.97,1.83,1xBet,2.97,1.37,1xBet,5.54,1.13,1xBet,1.82,1.93,1xBet,1.92,1.29,1.2,1xBet,11.0,1xBet,12.0,1xBet,7.5,1xBet,6.5,1xBet,21.0,1xBet,8.5,1xBet,15.0,1xBet,8.5,1xBet,13.0,1xBet,41.0,1xBet,13.0,1xBet,34.0,1xBet,13.0,1xBet,41.0,1xBet,23.0,,0.0,0.0,,0.0,0.0,1xBet,7.81,1.06,1xBet,6.79,1.09,,0.0,0.0,,0.0,0.0,1xBet,1.57,2.42,1xBet,1.38,3.04,1xBet,1.14,5.57,1xBet,1.11,6.62,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.36,0.64,,,,,,,,,,,8.0,8.0,6.0,6.0,2.0,2.0,,,,,,,,,,,,,4.0,7.0,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.45,0.55,3.0,4.0,3.0,3.0,0.0,1.0,,,3.0,3.0,,,,,,,,,,,,,,,0.27,0.73,5.0,4.0,3.0,3.0,2.0,1.0,,,1.0,4.0,1.0,0.0,,,,,,,,
Cz9bdMAL,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,19/04/2026,11:00,Round 19,Ho Chi Minh,Cong An Ha Noi,0,3,[],"[20, 81, 86]",1xBet,5.44,2.36,1.99,1xBet,5.44,4.2,1.47,1xBet,1.25,3.34,1xBet,2.36,1.48,1xBet,5.6,1.08,1xBet,1.02,12.8,1xBet,1.14,4.33,1xBet,1.6,2.17,1xBet,2.49,1.42,1xBet,4.6,1.13,1xBet,1.67,2.04,1xBet,2.35,1.14,1.09,1xBet,13.0,1xBet,13.0,1xBet,7.0,1xBet,6.5,1xBet,23.0,1xBet,7.0,1xBet,12.0,1xBet,6.5,1xBet,11.0,1xBet,65.0,1xBet,10.0,1xBet,31.0,1xBet,9.5,1xBet,31.0,1xBet,15.0,,0.0,0.0,,0.0,0.0,1xBet,10.5,1.01,1xBet,9.4,1.01,,0.0,0.0,,0.0,0.0,1xBet,1.84,1.84,1xBet,1.47,2.35,1xBet,1.2,3.72,1xBet,1.13,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.45,0.55,,,,,,,,,,,6.0,15.0,2.0,11.0,4.0,4.0,,,,,,,,,,,,,4.0,9.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.59,4.0,7.0,2.0,5.0,2.0,2.0,,,2.0,5.0,1.0,1.0,,,,,,,,,,,,,0.49,0.51,2.0,8.0,0.0,6.0,2.0,2.0,,,2.0,4.0,0.0,2.0,,,,,,,,
QaKdx1Jk,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,19/04/2026,11:00,Round 19,Thanh Hoa,Song Lam Nghe An,1,1,[47],[70],1xBet,3.76,2.01,2.89,1xBet,3.14,3.25,2.26,1xBet,1.5,2.5,1xBet,3.33,1.3,1xBet,7.82,1.06,1xBet,1.06,8.0,1xBet,1.42,2.75,1xBet,2.22,1.62,1xBet,3.98,1.22,1xBet,7.36,1.07,1xBet,2.02,1.74,1xBet,1.61,1.32,1.34,1xBet,8.0,1xBet,8.0,1xBet,6.5,1xBet,6.0,1xBet,13.0,1xBet,9.5,1xBet,12.0,1xBet,9.5,1xBet,17.0,1xBet,29.0,1xBet,19.0,1xBet,26.0,1xBet,19.0,1xBet,41.0,1xBet,34.0,,0.0,0.0,,0.0,0.0,1xBet,8.27,1.08,1xBet,6.84,1.1,,0.0,0.0,,0.0,0.0,1xBet,1.33,3.32,1xBet,1.22,4.27,1xBet,1.03,9.86,1xBet,1.01,9.9,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.55,0.45,,,,,,,,,,,13.0,6.0,7.0,4.0,6.0,2.0,,,,,,,,,,,,,6.0,3.0,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.61,0.39,8.0,1.0,5.0,1.0,3.0,0.0,,,2.0,1.0,,,,,,,,,,,,,,,0.49,0.51,5.0,5.0,2.0,3.0,3.0,2.0,,,4.0,2.0,1.0,1.0,,,,,,,,
M3VIqqRF,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,18/04/2026,11:00,Round 19,Hong Linh Ha Tinh,Hai Phong,1,0,[20],[],1xBet,2.9,2.07,3.53,1xBet,2.33,3.3,2.97,1xBet,1.45,2.63,1xBet,2.97,1.37,1xBet,7.36,1.07,1xBet,1.05,8.5,1xBet,1.36,3.0,1xBet,2.21,1.67,1xBet,3.71,1.25,1xBet,6.84,1.09,1xBet,1.87,1.87,1xBet,1.37,1.31,1.57,1xBet,8.5,1xBet,7.0,1xBet,8.5,1xBet,6.0,1xBet,10.0,1xBet,13.0,1xBet,9.5,1xBet,11.0,1xBet,15.0,1xBet,21.0,1xBet,29.0,1xBet,19.0,1xBet,23.0,1xBet,29.0,1xBet,34.0,1xBet,9.66,1.04,1xBet,8.57,1.05,1xBet,4.59,1.2,1xBet,3.63,1.29,,0.0,0.0,,0.0,0.0,1xBet,1.16,5.36,1xBet,1.11,6.57,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.39,0.61,,,,,,,,,,,15.0,7.0,8.0,4.0,7.0,3.0,,,,,,,,,,,,,4.0,1.0,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.59,10.0,3.0,7.0,2.0,3.0,1.0,,,3.0,1.0,0.0,2.0,,,,,,,,,,,,,0.37,0.63,5.0,4.0,1.0,2.0,4.0,2.0,,,1.0,0.0,4.0,1.0,,,,,,,,
fHTQsNeS,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,18/04/2026,11:00,Round 19,Phu Dong Ninh Binh,PVF-CAND,3,0,"[35, 38, 61]",[],1xBet,1.98,2.36,5.46,1xBet,1.58,3.9,5.64,1xBet,1.31,3.25,1xBet,2.48,1.5,1xBet,5.54,1.13,1xBet,1.03,11.8,1xBet,1.19,4.33,1xBet,1.69,2.1,1xBet,2.65,1.45,1xBet,4.7,1.17,1xBet,1.82,1.93,1xBet,1.13,1.24,2.32,1xBet,13.0,1xBet,7.5,1xBet,17.0,1xBet,7.5,1xBet,7.5,1xBet,29.0,1xBet,8.5,1xBet,17.0,1xBet,15.0,1xBet,11.0,1xBet,51.0,1xBet,12.0,1xBet,41.0,1xBet,23.0,1xBet,41.0,1xBet,4.51,1.21,1xBet,3.69,1.28,1xBet,2.38,1.54,1xBet,1.88,1.93,,0.0,0.0,,0.0,0.0,1xBet,1.01,9.6,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeDBo5d3,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,17/04/2026,12:15,Round 19,Hanoi FC,Binh Duong,4,2,"[12, 24, 34, 68]","[1, 60]",1xBet,1.66,2.6,7.99,1xBet,1.3,5.12,9.7,1xBet,1.28,3.5,1xBet,2.41,1.57,1xBet,5.14,1.14,1xBet,1.03,14.5,1xBet,1.18,4.5,1xBet,1.5,2.5,1xBet,2.31,1.57,1xBet,3.71,1.25,1xBet,1.87,1.87,1xBet,1.04,1.15,3.37,1xBet,15.0,1xBet,8.0,1xBet,26.0,1xBet,9.5,1xBet,7.0,1xBet,41.0,1xBet,8.5,1xBet,26.0,1xBet,19.0,1xBet,8.0,1xBet,101.0,1xBet,11.0,1xBet,51.0,1xBet,23.0,1xBet,51.0,1xBet,2.94,1.41,1xBet,2.32,1.57,1xBet,1.83,1.98,1xBet,1.45,2.66,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.52,0.48,,,,,,,,,,,19.0,8.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,6.0,4.0,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.53,0.47,9.0,2.0,7.0,1.0,2.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,0.51,0.49,10.0,6.0,7.0,3.0,3.0,3.0,,,2.0,3.0,1.0,1.0,1.0,0.0,,,,,,
2kLPN14d,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,12/04/2026,12:15,Round 18,Hanoi FC,Hong Linh Ha Tinh,3,0,"[25, 66, 72]",[],1xBet,1.9,2.23,7.44,1xBet,1.5,3.75,7.29,1xBet,1.42,2.75,1xBet,2.82,1.4,1xBet,6.23,1.1,1xBet,1.03,10.0,1xBet,1.28,3.5,1xBet,1.97,1.83,1xBet,3.13,1.34,1xBet,5.9,1.11,1xBet,2.21,1.62,1xBet,1.08,1.25,2.49,1xBet,10.0,1xBet,6.0,1xBet,17.0,1xBet,7.5,1xBet,6.0,1xBet,34.0,1xBet,9.0,1xBet,23.0,1xBet,19.0,1xBet,8.5,1xBet,81.0,1xBet,13.0,1xBet,51.0,1xBet,29.0,1xBet,51.0,1xBet,4.22,1.23,1xBet,3.41,1.32,1xBet,2.22,1.62,1xBet,1.76,2.07,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.59,0.41,,,,,,,,,,,9.0,2.0,3.0,0.0,6.0,2.0,,,,,,,,,,,,,4.0,2.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.49,4.0,1.0,1.0,0.0,3.0,1.0,,,3.0,0.0,1.0,1.0,,,,,,,,,,,,,0.68,0.32,5.0,1.0,2.0,0.0,3.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,
UyNHPNZq,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,12/04/2026,11:00,Round 18,Binh Duong,Phu Dong Ninh Binh,1,2,[55],"[46, 95]",1xBet,3.59,2.24,2.59,1xBet,3.21,3.63,2.08,1xBet,1.29,3.4,1xBet,2.48,1.5,1xBet,5.54,1.13,1xBet,1.04,10.4,1xBet,1.22,4.0,1xBet,1.74,2.1,1xBet,2.65,1.45,1xBet,4.7,1.17,1xBet,1.62,2.21,1xBet,1.71,1.26,1.33,1xBet,13.0,1xBet,12.0,1xBet,9.0,1xBet,7.0,1xBet,17.0,1xBet,11.0,1xBet,11.0,1xBet,9.0,1xBet,13.0,1xBet,34.0,1xBet,17.0,1xBet,23.0,1xBet,15.0,1xBet,26.0,1xBet,21.0,,0.0,0.0,,0.0,0.0,1xBet,6.59,1.11,1xBet,5.51,1.15,,0.0,0.0,,0.0,0.0,1xBet,1.42,2.87,1xBet,1.29,3.6,1xBet,1.1,7.01,1xBet,1.08,8.11,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.48,0.52,,,,,,,,,,,11.0,10.0,5.0,5.0,6.0,5.0,,,,,,,,,,,,,2.0,7.0,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.59,6.0,6.0,3.0,3.0,3.0,3.0,,,0.0,5.0,1.0,0.0,,,,,,,,,,,,,0.55,0.45,5.0,4.0,2.0,2.0,3.0,2.0,,,2.0,2.0,1.0,4.0,,,,,,,,
OxeprWkB,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,12/04/2026,11:00,Round 18,PVF-CAND,Cong An Ha Noi,1,1,[54],[12],1xBet,6.43,2.48,1.82,1xBet,6.7,4.65,1.42,1xBet,1.28,3.5,1xBet,2.4,1.54,1xBet,5.14,1.14,,0.0,0.0,1xBet,1.19,4.33,1xBet,1.63,2.2,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.87,1.87,1xBet,2.76,1.18,1.09,1xBet,15.0,1xBet,19.0,1xBet,7.5,1xBet,8.5,1xBet,34.0,1xBet,7.0,1xBet,21.0,1xBet,8.5,1xBet,17.0,1xBet,67.0,1xBet,9.0,1xBet,41.0,1xBet,11.0,1xBet,41.0,1xBet,23.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1xBet,2.22,1.62,1xBet,1.76,2.07,1xBet,1.45,2.78,1xBet,1.31,3.44,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.43,0.57,,,,,,,,,,,5.0,10.0,3.0,3.0,2.0,7.0,,,,,,,,,,,,,2.0,2.0,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.57,3.0,2.0,2.0,1.0,1.0,1.0,,,1.0,0.0,0.0,2.0,,,,,,,,,,,,,0.43,0.57,2.0,8.0,1.0,2.0,1.0,6.0,,,1.0,2.0,5.0,1.0,,,,,,,,
48bUoEjn,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,11/04/2026,11:00,Round 18,Hai Phong,Ho Chi Minh,3,0,"[30, 61, 76]",[],1xBet,2.49,2.19,3.98,1xBet,1.95,3.59,3.59,1xBet,1.31,3.25,1xBet,2.65,1.45,1xBet,5.9,1.11,1xBet,1.02,11.0,1xBet,1.25,3.75,1xBet,1.89,1.91,1xBet,2.97,1.37,1xBet,5.14,1.14,1xBet,1.74,2.02,1xBet,1.27,1.27,1.8,1xBet,11.0,1xBet,8.0,1xBet,12.0,1xBet,7.0,1xBet,9.5,1xBet,19.0,1xBet,8.5,1xBet,12.0,1xBet,13.0,1xBet,15.0,1xBet,41.0,1xBet,15.0,1xBet,26.0,1xBet,23.0,1xBet,34.0,1xBet,7.91,1.08,1xBet,6.77,1.1,1xBet,3.46,1.31,1xBet,2.66,1.45,,0.0,0.0,,0.0,0.0,1xBet,1.1,6.84,1xBet,1.08,8.11,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.65,0.35,,,,,,,,,,,21.0,8.0,10.0,5.0,11.0,3.0,,,,,,,,,,,,,3.0,2.0,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.39,5.0,3.0,3.0,2.0,2.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,0.69,0.31,16.0,5.0,7.0,3.0,9.0,2.0,,,2.0,0.0,1.0,2.0,,,,,,,,
EqJKRA5U,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,11/04/2026,11:00,Round 18,Nam Dinh,Gia Lai,1,2,[72],"[46, 81]",1xBet,1.74,2.53,7.07,1xBet,1.37,4.62,8.25,1xBet,1.28,3.5,1xBet,2.31,1.62,1xBet,4.7,1.17,1xBet,1.03,14.5,1xBet,1.18,4.5,1xBet,1.54,2.38,1xBet,2.4,1.54,1xBet,3.98,1.22,1xBet,1.87,1.87,1xBet,1.06,1.18,2.98,1xBet,15.0,1xBet,8.0,1xBet,21.0,1xBet,8.5,1xBet,7.0,1xBet,41.0,1xBet,8.5,1xBet,23.0,1xBet,17.0,1xBet,8.5,1xBet,81.0,1xBet,11.0,1xBet,51.0,1xBet,23.0,1xBet,51.0,1xBet,3.16,1.36,1xBet,2.58,1.47,1xBet,1.98,1.83,1xBet,1.54,2.38,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.55,0.45,,,,,,,,,,,16.0,3.0,5.0,2.0,11.0,1.0,,,,,,,,,,,,,5.0,2.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.46,7.0,2.0,1.0,1.0,6.0,1.0,,,0.0,2.0,,,,,,,,,,,,,,,0.56,0.44,9.0,1.0,4.0,1.0,5.0,0.0,,,5.0,0.0,0.0,1.0,,,,,,,,
