Match_ID,Country,Season,Div,League,Date,Time,Round,Home,Away,Home_Score,Away_Score,Min_Goals_Home,Min_Goals_Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2,Bookie_CS_0_0,CS_0_0,Bookie_CS_1_0,CS_1_0,Bookie_CS_0_1,CS_0_1,Bookie_CS_1_1,CS_1_1,Bookie_CS_2_0,CS_2_0,Bookie_CS_0_2,CS_0_2,Bookie_CS_2_1,CS_2_1,Bookie_CS_1_2,CS_1_2,Bookie_CS_2_2,CS_2_2,Bookie_CS_3_0,CS_3_0,Bookie_CS_0_3,CS_0_3,Bookie_CS_3_1,CS_3_1,Bookie_CS_1_3,CS_1_3,Bookie_CS_3_2,CS_3_2,Bookie_CS_2_3,CS_2_3,Bookie_AH_neg_2_5,AH_Home_neg_2_5,AH_Away_neg_2_5,Bookie_AH_neg_2,AH_Home_neg_2,AH_Away_neg_2,Bookie_AH_neg_1_5,AH_Home_neg_1_5,AH_Away_neg_1_5,Bookie_AH_neg_1,AH_Home_neg_1,AH_Away_neg_1,Bookie_AH_neg_0_5,AH_Home_neg_0_5,AH_Away_neg_0_5,Bookie_AH_pos_0_5,AH_Home_pos_0_5,AH_Away_pos_0_5,Bookie_AH_pos_1,AH_Home_pos_1,AH_Away_pos_1,Bookie_AH_pos_1_5,AH_Home_pos_1_5,AH_Away_pos_1_5,Bookie_AH_pos_2,AH_Home_pos_2,AH_Away_pos_2,Bookie_AH_pos_2_5,AH_Home_pos_2_5,AH_Away_pos_2_5,Bookie_EH_neg_3,EH_Home_neg_3,EH_Draw_neg_3,EH_Away_neg_3,Bookie_EH_neg_2,EH_Home_neg_2,EH_Draw_neg_2,EH_Away_neg_2,Bookie_EH_neg_1,EH_Home_neg_1,EH_Draw_neg_1,EH_Away_neg_1,Bookie_EH_1,EH_Home_1,EH_Draw_1,EH_Away_1,Bookie_EH_2,EH_Home_2,EH_Draw_2,EH_Away_2,Bookie_EH_3,EH_Home_3,EH_Draw_3,EH_Away_3,xG_Home_FT,xG_Away_FT,xGOT_Home_FT,xGOT_Away_FT,xA_Home_FT,xA_Away_FT,xGOT_Faced_Home_FT,xGOT_Faced_Away_FT,Goals_Prevented_Home_FT,Goals_Prevented_Away_FT,Possession_Home_FT,Possession_Away_FT,Passes_Pct_Home_FT,Passes_Pct_Away_FT,Long_Passes_Pct_Home_FT,Long_Passes_Pct_Away_FT,Passes_Final_Third_Pct_Home_FT,Passes_Final_Third_Pct_Away_FT,Through_Passes_Home_FT,Through_Passes_Away_FT,Crosses_Pct_Home_FT,Crosses_Pct_Away_FT,Total_Shots_Home_FT,Total_Shots_Away_FT,Shots_On_Target_Home_FT,Shots_On_Target_Away_FT,Shots_Off_Target_Home_FT,Shots_Off_Target_Away_FT,Blocked_Shots_Home_FT,Blocked_Shots_Away_FT,Shots_Inside_Box_Home_FT,Shots_Inside_Box_Away_FT,Shots_Outside_Box_Home_FT,Shots_Outside_Box_Away_FT,Big_Chances_Home_FT,Big_Chances_Away_FT,Hit_Woodwork_Home_FT,Hit_Woodwork_Away_FT,Touches_Box_Home_FT,Touches_Box_Away_FT,Corners_Home_FT,Corners_Away_FT,Free_Kicks_Home_FT,Free_Kicks_Away_FT,Throw_Ins_Home_FT,Throw_Ins_Away_FT,Fouls_Home_FT,Fouls_Away_FT,Yellow_Cards_Home_FT,Yellow_Cards_Away_FT,Red_Cards_Home_FT,Red_Cards_Away_FT,Offsides_Home_FT,Offsides_Away_FT,Goalkeeper_Saves_Home_FT,Goalkeeper_Saves_Away_FT,Tackles_Pct_Home_FT,Tackles_Pct_Away_FT,Duels_Won_Home_FT,Duels_Won_Away_FT,Clearances_Home_FT,Clearances_Away_FT,Interceptions_Home_FT,Interceptions_Away_FT,Errors_Shot_Home_FT,Errors_Shot_Away_FT,Errors_Goal_Home_FT,Errors_Goal_Away_FT,xG_Home_HT,xG_Away_HT,xGOT_Home_HT,xGOT_Away_HT,xA_Home_HT,xA_Away_HT,Possession_Home_HT,Possession_Away_HT,Total_Shots_Home_HT,Total_Shots_Away_HT,Shots_On_Target_Home_HT,Shots_On_Target_Away_HT,Shots_Off_Target_Home_HT,Shots_Off_Target_Away_HT,Big_Chances_Home_HT,Big_Chances_Away_HT,Corners_Home_HT,Corners_Away_HT,Yellow_Cards_Home_HT,Yellow_Cards_Away_HT,Fouls_Home_HT,Fouls_Away_HT,Offsides_Home_HT,Offsides_Away_HT,Goalkeeper_Saves_Home_HT,Goalkeeper_Saves_Away_HT,xG_Home_2T,xG_Away_2T,xGOT_Home_2T,xGOT_Away_2T,xA_Home_2T,xA_Away_2T,Possession_Home_2T,Possession_Away_2T,Total_Shots_Home_2T,Total_Shots_Away_2T,Shots_On_Target_Home_2T,Shots_On_Target_Away_2T,Shots_Off_Target_Home_2T,Shots_Off_Target_Away_2T,Big_Chances_Home_2T,Big_Chances_Away_2T,Corners_Home_2T,Corners_Away_2T,Yellow_Cards_Home_2T,Yellow_Cards_Away_2T,Red_Cards_Home_2T,Red_Cards_Away_2T,Fouls_Home_2T,Fouls_Away_2T,Offsides_Home_2T,Offsides_Away_2T,Goalkeeper_Saves_Home_2T,Goalkeeper_Saves_Away_2T
44OtRhX9,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,17/05/2026,11:00,Round 23,Nam Dinh,Viettel,0,2,[],"[37, 43]",1xBet,2.73,2.18,3.48,1xBet,2.18,3.33,3.22,1xBet,1.02,11.0,1xBet,1.25,3.75,1xBet,1.97,1.83,1xBet,1.02,11.0,1xBet,1.25,3.75,1xBet,1.97,1.83,1xBet,2.97,1.37,1xBet,5.54,1.13,1xBet,1.68,2.11,1xBet,1.33,1.31,1.65,1xBet,11.0,1xBet,8.5,1xBet,11.0,1xBet,6.5,1xBet,11.0,1xBet,15.0,1xBet,9.0,1xBet,11.0,1xBet,12.0,1xBet,19.0,1xBet,29.0,1xBet,17.0,1xBet,23.0,1xBet,23.0,1xBet,29.0,1xBet,8.22,1.06,1xBet,7.09,1.08,1xBet,4.09,1.24,1xBet,3.25,1.34,,0.0,0.0,,0.0,0.0,1xBet,1.16,5.22,1xBet,1.12,6.33,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.65,0.35,,,,,,,,,,,5.0,4.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,6.0,0.0,,,,,,,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.6,0.4,2.0,2.0,2.0,2.0,0.0,0.0,,,3.0,0.0,1.0,1.0,,,,,,,,,,,,,0.7,0.3,3.0,2.0,0.0,0.0,3.0,2.0,,,3.0,0.0,0.0,4.0,0.0,1.0,,,,,,
dvLYSE2c,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,17/05/2026,11:00,Round 23,PVF-CAND,Hanoi FC,0,4,[],"[16, 34, 65, 79]",1xBet,3.98,2.29,2.37,1xBet,3.87,3.56,1.89,1xBet,1.29,3.4,1xBet,2.4,1.54,1xBet,5.14,1.14,,0.0,0.0,1xBet,1.19,4.33,1xBet,1.63,2.2,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.62,2.21,1xBet,1.86,1.28,1.24,1xBet,15.0,1xBet,15.0,1xBet,9.0,1xBet,7.0,1xBet,21.0,1xBet,10.0,1xBet,13.0,1xBet,8.5,1xBet,12.0,1xBet,41.0,1xBet,15.0,1xBet,29.0,1xBet,13.0,1xBet,29.0,1xBet,21.0,,0.0,0.0,,0.0,0.0,1xBet,7.9,1.02,1xBet,7.16,1.1,,0.0,0.0,,0.0,0.0,1xBet,1.57,2.42,1xBet,1.38,3.05,1xBet,1.15,5.41,1xBet,1.12,6.39,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.45,0.55,,,,,,,,,,,5.0,12.0,4.0,8.0,1.0,4.0,,,,,,,,,,,,,4.0,8.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.6,0.0,7.0,0.0,4.0,0.0,3.0,,,0.0,3.0,2.0,0.0,,,,,,,,,,,,,0.5,0.5,5.0,5.0,4.0,4.0,1.0,1.0,,,4.0,5.0,1.0,1.0,,,,,,,,
UXSn5BAj,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,17/05/2026,10:00,Round 23,Gia Lai,Hong Linh Ha Tinh,0,2,[],"[53, 56]",1xBet,3.27,1.92,3.52,1xBet,2.62,2.94,2.88,1xBet,1.09,6.5,1xBet,1.45,2.63,1xBet,2.48,1.5,1xBet,1.09,6.5,1xBet,1.45,2.63,1xBet,2.48,1.5,1xBet,4.7,1.17,1xBet,8.54,1.05,1xBet,2.11,1.68,1xBet,1.39,1.38,1.46,1xBet,6.5,1xBet,6.5,1xBet,7.0,1xBet,5.5,1xBet,11.0,1xBet,12.0,1xBet,11.0,1xBet,11.0,1xBet,17.0,1xBet,23.0,1xBet,26.0,1xBet,23.0,1xBet,26.0,1xBet,41.0,1xBet,41.0,,0.0,0.0,,0.0,0.0,1xBet,5.73,1.14,1xBet,4.55,1.2,,0.0,0.0,,0.0,0.0,1xBet,1.18,5.0,1xBet,1.12,6.25,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.6,0.4,,,,,,,,,,,4.0,7.0,4.0,3.0,0.0,4.0,,,,,,,,,,,,,7.0,7.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.47,0.0,6.0,0.0,2.0,0.0,4.0,,,0.0,7.0,1.0,2.0,,,,,,,,,,,,,0.67,0.33,4.0,1.0,4.0,1.0,0.0,0.0,,,7.0,0.0,0.0,1.0,,,,,,,,
tfP9CgIG,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,16/05/2026,11:00,Round 23,Hai Phong,Binh Duong,4,2,"[13, 28, 61, 75]","[18, 32]",1xBet,2.01,2.41,5.02,1xBet,1.6,4.16,4.94,1xBet,1.28,3.5,1xBet,2.41,1.57,1xBet,5.14,1.14,1xBet,1.01,12.7,1xBet,1.18,4.5,1xBet,1.6,2.25,1xBet,2.4,1.54,1xBet,4.23,1.2,1xBet,1.68,2.11,1xBet,1.16,1.21,2.27,1xBet,15.0,1xBet,8.5,1xBet,17.0,1xBet,8.0,1xBet,8.5,1xBet,29.0,1xBet,8.5,1xBet,17.0,1xBet,15.0,1xBet,11.0,1xBet,51.0,1xBet,11.0,1xBet,34.0,1xBet,21.0,1xBet,34.0,1xBet,4.44,1.21,1xBet,3.65,1.29,1xBet,2.38,1.54,1xBet,1.9,1.9,,0.0,0.0,,0.0,0.0,1xBet,1.01,9.7,1xBet,1.02,9.2,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.58,0.42,,,,,,,,,,,20.0,5.0,10.0,2.0,10.0,3.0,,,,,,,,,,,,,3.0,2.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.35,6.0,5.0,5.0,2.0,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,0.51,0.49,14.0,0.0,5.0,0.0,9.0,0.0,,,1.0,1.0,1.0,0.0,,,,,,,,
Y1sHAXnT,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,16/05/2026,11:00,Round 23,Song Lam Nghe An,Phu Dong Ninh Binh,1,2,[66],"[83, 84]",1xBet,4.7,2.28,2.18,1xBet,4.49,3.73,1.73,1xBet,1.31,3.25,1xBet,2.48,1.5,1xBet,5.54,1.13,1xBet,1.02,12.0,1xBet,1.22,4.0,1xBet,1.81,2.0,1xBet,2.82,1.4,1xBet,5.14,1.14,1xBet,1.74,2.02,1xBet,2.05,1.26,1.18,1xBet,12.0,1xBet,15.0,1xBet,7.5,1xBet,7.0,1xBet,23.0,1xBet,8.5,1xBet,15.0,1xBet,8.5,1xBet,13.0,1xBet,41.0,1xBet,13.0,1xBet,34.0,1xBet,13.0,1xBet,34.0,1xBet,23.0,,0.0,0.0,,0.0,0.0,1xBet,8.05,1.06,1xBet,7.04,1.08,,0.0,0.0,,0.0,0.0,1xBet,1.7,2.16,1xBet,1.48,2.66,1xBet,1.21,4.41,1xBet,1.16,5.32,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.49,0.51,,,,,,,,,,,7.0,7.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,,6.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,1.0,2.0,0.0,0.0,1.0,2.0,,,3.0,0.0,1.0,0.0,,,,,,,,,,,,,0.52,0.48,6.0,5.0,2.0,4.0,4.0,1.0,,,3.0,3.0,0.0,1.0,,,,,,,,
YTL1EFm4,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,15/05/2026,11:00,Round 23,Ho Chi Minh,Da Nang,2,2,"[48, 68]","[6, 76]",1xBet,2.74,2.09,3.73,1xBet,2.14,3.3,3.35,1xBet,1.42,2.75,1xBet,2.82,1.4,1xBet,6.23,1.1,1xBet,1.05,9.0,1xBet,1.28,3.5,1xBet,1.97,1.83,1xBet,3.13,1.34,1xBet,5.9,1.11,1xBet,1.74,2.02,1xBet,1.3,1.31,1.67,1xBet,9.0,1xBet,7.5,1xBet,10.0,1xBet,6.5,1xBet,10.0,1xBet,17.0,1xBet,9.0,1xBet,12.0,1xBet,13.0,1xBet,19.0,1xBet,34.0,1xBet,17.0,1xBet,26.0,1xBet,26.0,1xBet,34.0,1xBet,8.7,1.01,1xBet,8.07,1.08,1xBet,3.85,1.26,1xBet,3.04,1.38,,0.0,0.0,,0.0,0.0,1xBet,1.13,5.98,1xBet,1.1,7.19,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.62,0.38,,,,,,,,,,,10.0,10.0,3.0,5.0,7.0,5.0,,,,,,,,,,,,,4.0,4.0,,,,,,,1.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.63,0.37,5.0,4.0,2.0,1.0,3.0,3.0,,,1.0,1.0,0.0,2.0,,,,,,,,,,,,,0.61,0.39,5.0,6.0,1.0,4.0,4.0,2.0,,,3.0,3.0,1.0,1.0,0.0,1.0,,,,,,
0GNgGyJi,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,10/05/2026,12:15,Round 22,Cong An Ha Noi,Nam Dinh,3,2,"[7, 52, 82]","[17, 28]",1xBet,1.86,2.54,5.58,1xBet,1.41,4.59,7.11,1xBet,1.25,3.75,1xBet,2.31,1.62,1xBet,4.7,1.17,1xBet,1.03,14.9,1xBet,1.15,5.0,1xBet,1.5,2.5,1xBet,2.22,1.62,1xBet,3.71,1.25,1xBet,1.74,2.02,1xBet,1.09,1.18,2.76,1xBet,17.0,1xBet,9.0,1xBet,21.0,1xBet,9.0,1xBet,8.0,1xBet,34.0,1xBet,8.5,1xBet,21.0,1xBet,15.0,1xBet,10.0,1xBet,67.0,1xBet,11.0,1xBet,41.0,1xBet,21.0,1xBet,41.0,1xBet,3.32,1.33,1xBet,2.69,1.47,1xBet,2.03,1.79,1xBet,1.62,2.22,,0.0,0.0,,0.0,0.0,1xBet,1.01,9.8,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.58,0.42,,,,,,,,,,,13.0,6.0,8.0,4.0,5.0,2.0,,,,,,,,,,,,,6.0,2.0,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.38,6.0,3.0,3.0,3.0,3.0,0.0,,,3.0,0.0,2.0,0.0,,,,,,,,,,,,,0.54,0.46,7.0,3.0,5.0,1.0,2.0,2.0,,,3.0,2.0,1.0,2.0,,,,,,,,
Y9V7hYQp,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,10/05/2026,11:00,Round 22,Ho Chi Minh,Song Lam Nghe An,3,1,"[47, 66, 87]",[12],1xBet,2.43,2.13,4.38,1xBet,1.88,3.34,4.18,1xBet,1.03,10.0,1xBet,1.28,3.5,1xBet,1.97,1.83,1xBet,1.03,10.0,1xBet,1.28,3.5,1xBet,1.97,1.83,1xBet,3.13,1.34,1xBet,5.9,1.11,1xBet,1.82,1.93,1xBet,1.21,1.3,1.87,1xBet,10.0,1xBet,7.0,1xBet,12.0,1xBet,6.5,1xBet,8.5,1xBet,21.0,1xBet,8.5,1xBet,15.0,1xBet,13.0,1xBet,15.0,1xBet,41.0,1xBet,15.0,1xBet,34.0,1xBet,26.0,1xBet,41.0,1xBet,7.03,1.1,1xBet,5.93,1.13,1xBet,3.15,1.36,1xBet,2.54,1.52,,0.0,0.0,,0.0,0.0,1xBet,1.08,7.09,1xBet,1.06,8.22,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.58,0.42,,,,,,,,,,,12.0,8.0,9.0,3.0,3.0,5.0,,,,,,,,,,,,,7.0,3.0,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.37,5.0,4.0,4.0,2.0,1.0,2.0,,,5.0,1.0,,,,,,,,,,,,,,,0.53,0.47,7.0,4.0,5.0,1.0,2.0,3.0,,,2.0,2.0,0.0,3.0,,,,,,,,
Ozpxbf3N,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,10/05/2026,11:00,Round 22,Hong Linh Ha Tinh,Viettel,0,2,[],"[7, 16]",1xBet,4.0,1.95,2.87,1xBet,3.55,2.93,2.25,1xBet,1.09,6.5,1xBet,1.45,2.63,1xBet,2.4,1.54,1xBet,1.09,6.5,1xBet,1.45,2.63,1xBet,2.4,1.54,1xBet,4.23,1.2,1xBet,7.82,1.06,1xBet,2.02,1.74,1xBet,1.61,1.38,1.28,1xBet,6.5,1xBet,8.5,1xBet,6.5,1xBet,5.5,1xBet,15.0,1xBet,9.5,1xBet,13.0,1xBet,9.5,1xBet,15.0,1xBet,34.0,1xBet,19.0,1xBet,29.0,1xBet,19.0,1xBet,41.0,1xBet,34.0,,0.0,0.0,,0.0,0.0,1xBet,6.95,1.04,1xBet,7.44,1.09,,0.0,0.0,,0.0,0.0,1xBet,1.35,3.22,1xBet,1.23,4.16,1xBet,1.05,8.95,1xBet,1.04,9.66,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.52,0.48,,,,,,,,,,,4.0,4.0,3.0,4.0,1.0,0.0,,,,,,,,,,,,,7.0,8.0,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,3.0,2.0,3.0,0.0,0.0,,,2.0,3.0,2.0,0.0,,,,,,,,,,,,,0.54,0.46,2.0,1.0,1.0,1.0,1.0,0.0,,,5.0,5.0,3.0,2.0,,,,,,,,
jNoUaGYA,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,10/05/2026,10:00,Round 22,Gia Lai,PVF-CAND,1,2,[49],"[29, 42]",1xBet,5.53,2.01,2.31,1xBet,4.93,3.33,1.77,1xBet,1.07,7.5,1xBet,1.42,2.75,1xBet,2.22,1.62,1xBet,1.07,7.5,1xBet,1.42,2.75,1xBet,2.22,1.62,1xBet,3.98,1.22,1xBet,7.36,1.07,1xBet,2.11,1.68,1xBet,2.0,1.31,1.16,1xBet,7.5,1xBet,11.0,1xBet,5.5,1xBet,6.5,1xBet,23.0,1xBet,7.0,1xBet,17.0,1xBet,9.0,1xBet,19.0,1xBet,51.0,1xBet,12.0,1xBet,41.0,1xBet,15.0,1xBet,51.0,1xBet,34.0,,0.0,0.0,,0.0,0.0,1xBet,8.68,1.05,1xBet,7.76,1.06,,0.0,0.0,,0.0,0.0,1xBet,1.59,2.36,1xBet,1.4,2.97,1xBet,1.14,5.6,1xBet,1.1,6.72,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.55,0.45,,,,,,,,,,,6.0,10.0,2.0,5.0,4.0,5.0,,,,,,,,,,,,,4.0,4.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,3.0,7.0,1.0,4.0,2.0,3.0,,,4.0,2.0,,,,,,,,,,,,,,,0.6,0.4,3.0,3.0,1.0,1.0,2.0,2.0,,,0.0,2.0,0.0,1.0,,,,,,,,
rcrM1x4b,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,09/05/2026,11:00,Round 22,Phu Dong Ninh Binh,Hai Phong,2,1,"[16, 59]",[91],1xBet,2.18,2.28,4.7,1xBet,1.75,3.58,4.56,1xBet,1.31,3.25,1xBet,2.48,1.5,1xBet,5.54,1.13,1xBet,1.02,12.0,1xBet,1.22,4.0,1xBet,1.74,2.1,1xBet,2.65,1.45,1xBet,4.7,1.17,1xBet,1.68,2.11,1xBet,1.18,1.27,2.02,1xBet,12.0,1xBet,8.0,1xBet,15.0,1xBet,7.0,1xBet,8.5,1xBet,23.0,1xBet,8.5,1xBet,15.0,1xBet,13.0,1xBet,13.0,1xBet,41.0,1xBet,13.0,1xBet,34.0,1xBet,21.0,1xBet,34.0,1xBet,5.49,1.15,1xBet,4.58,1.2,1xBet,2.73,1.46,1xBet,2.21,1.67,,0.0,0.0,,0.0,0.0,1xBet,1.08,7.09,1xBet,1.06,8.22,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.52,0.48,,,,,,,,,,,9.0,15.0,6.0,5.0,3.0,10.0,,,,,,,,,,,,,1.0,11.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.51,3.0,7.0,2.0,1.0,1.0,6.0,,,1.0,7.0,1.0,0.0,,,,,,,,,,,,,0.55,0.45,6.0,8.0,4.0,4.0,2.0,4.0,,,0.0,4.0,0.0,1.0,,,,,,,,
zXvE3bZo,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,09/05/2026,11:00,Round 22,Thanh Hoa,Hanoi FC,1,0,[38],[],1xBet,5.02,2.41,2.01,1xBet,5.47,4.06,1.56,1xBet,1.28,3.5,1xBet,2.4,1.54,1xBet,5.14,1.14,1xBet,1.02,12.9,1xBet,1.19,4.33,1xBet,1.63,2.2,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.74,2.02,1xBet,2.34,1.22,1.14,1xBet,15.0,1xBet,17.0,1xBet,8.0,1xBet,8.0,1xBet,29.0,1xBet,8.0,1xBet,17.0,1xBet,8.5,1xBet,15.0,1xBet,51.0,1xBet,11.0,1xBet,41.0,1xBet,12.0,1xBet,41.0,1xBet,21.0,,0.0,0.0,,0.0,0.0,1xBet,10.5,1.01,1xBet,9.4,1.01,,0.0,0.0,,0.0,0.0,1xBet,1.95,1.85,1xBet,1.57,2.32,1xBet,1.3,3.55,1xBet,1.22,4.34,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.42,0.58,,,,,,,,,,,4.0,13.0,2.0,5.0,2.0,8.0,,,,,,,,,,,,,1.0,15.0,,,,,,,4.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.6,0.4,2.0,6.0,2.0,3.0,0.0,3.0,,,1.0,3.0,0.0,1.0,,,,,,,,,,,,,0.27,0.73,2.0,7.0,0.0,2.0,2.0,5.0,,,0.0,12.0,4.0,1.0,,,,,,,,
p4T2dsSI,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,08/05/2026,11:00,Round 22,Da Nang,Binh Duong,2,0,"[27, 48]",[],1xBet,2.75,2.2,3.41,1xBet,2.23,3.33,3.12,1xBet,1.31,3.25,1xBet,2.48,1.5,1xBet,5.9,1.11,1xBet,1.01,10.6,1xBet,1.22,4.0,1xBet,1.81,2.0,1xBet,2.82,1.4,1xBet,5.14,1.14,1xBet,1.62,2.21,1xBet,1.34,1.31,1.62,1xBet,13.0,1xBet,9.0,1xBet,11.0,1xBet,6.5,1xBet,12.0,1xBet,17.0,1xBet,9.0,1xBet,11.0,1xBet,12.0,1xBet,21.0,1xBet,29.0,1xBet,17.0,1xBet,21.0,1xBet,23.0,1xBet,29.0,1xBet,7.1,1.04,1xBet,8.28,1.08,1xBet,3.97,1.25,1xBet,3.18,1.36,,0.0,0.0,,0.0,0.0,1xBet,1.17,5.07,1xBet,1.13,6.13,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.53,0.47,,,,,,,,,,,6.0,3.0,3.0,0.0,3.0,3.0,,,,,,,,,,,,,7.0,3.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,3.0,3.0,3.0,0.0,0.0,3.0,,,3.0,0.0,1.0,2.0,,,,,,,,,,,,,0.56,0.44,3.0,0.0,0.0,0.0,3.0,0.0,,,4.0,3.0,3.0,2.0,,,,,,,,
